Name,Price,Day,League
Orb of Unmaking,14,25,Scourge
Orb of Unmaking,13.15812,26,Scourge
Orb of Unmaking,13.34224,27,Scourge
Orb of Unmaking,13.48835,28,Scourge
Orb of Unmaking,13.3,29,Scourge
Ritual Vessel,18.71986,1,Scourge
Ritual Vessel,5,2,Scourge
Ritual Vessel,5,3,Scourge
Ritual Vessel,5,4,Scourge
Ritual Vessel,5.55933,5,Scourge
Ritual Vessel,5,6,Scourge
Ritual Vessel,5,7,Scourge
Ritual Vessel,5,8,Scourge
Ritual Vessel,5.37509,9,Scourge
Ritual Vessel,6,10,Scourge
Ritual Vessel,7,11,Scourge
Ritual Vessel,8,12,Scourge
Ritual Vessel,8,13,Scourge
Ritual Vessel,9,14,Scourge
Ritual Vessel,8,15,Scourge
Ritual Vessel,8,16,Scourge
Ritual Vessel,8,17,Scourge
Ritual Vessel,9,18,Scourge
Ritual Vessel,9,19,Scourge
Ritual Vessel,9.75601,20,Scourge
Ritual Vessel,9.90025,21,Scourge
Ritual Vessel,10.4502,22,Scourge
Ritual Vessel,11,23,Scourge
Ritual Vessel,13.75155,24,Scourge
Ritual Vessel,16,25,Scourge
Ritual Vessel,14,26,Scourge
Ritual Vessel,12.78974,27,Scourge
Ritual Vessel,12,28,Scourge
Ritual Vessel,12,29,Scourge
Tainted Blessing,3,1,Scourge
Tainted Blessing,2,2,Scourge
Tainted Blessing,2,3,Scourge
Tainted Blessing,2.68579,4,Scourge
Tainted Blessing,2.10001,5,Scourge
Tainted Blessing,2.60038,6,Scourge
Tainted Blessing,3,7,Scourge
Tainted Blessing,2.0451,8,Scourge
Tainted Blessing,2.925,9,Scourge
Tainted Blessing,3,10,Scourge
Tainted Blessing,3,11,Scourge
Tainted Blessing,4.60013,12,Scourge
Tainted Blessing,4,13,Scourge
Tainted Blessing,4.90025,14,Scourge
Tainted Blessing,5,15,Scourge
Tainted Blessing,7.00109,16,Scourge
Tainted Blessing,7,17,Scourge
Tainted Blessing,6.64926,18,Scourge
Tainted Blessing,7,19,Scourge
Tainted Blessing,7,20,Scourge
Tainted Blessing,10,21,Scourge
Tainted Blessing,10,22,Scourge
Tainted Blessing,9,23,Scourge
Tainted Blessing,8.10003,24,Scourge
Tainted Blessing,9.10264,25,Scourge
Tainted Blessing,10,26,Scourge
Tainted Blessing,9.74345,27,Scourge
Tainted Blessing,10.41114,28,Scourge
Tainted Blessing,10,29,Scourge
Blessing of Esh,35.25,1,Scourge
Blessing of Esh,12,2,Scourge
Blessing of Esh,8,3,Scourge
Blessing of Esh,6,4,Scourge
Blessing of Esh,6,5,Scourge
Blessing of Esh,5,6,Scourge
Blessing of Esh,5,7,Scourge
Blessing of Esh,5,8,Scourge
Blessing of Esh,5,9,Scourge
Blessing of Esh,5,10,Scourge
Blessing of Esh,5,11,Scourge
Blessing of Esh,7,12,Scourge
Blessing of Esh,7,13,Scourge
Blessing of Esh,6.21021,14,Scourge
Blessing of Esh,7,15,Scourge
Blessing of Esh,7,16,Scourge
Blessing of Esh,7,17,Scourge
Blessing of Esh,10,18,Scourge
Blessing of Esh,10.39809,19,Scourge
Blessing of Esh,11.06433,20,Scourge
Blessing of Esh,11,21,Scourge
Blessing of Esh,11,22,Scourge
Blessing of Esh,10,23,Scourge
Blessing of Esh,10,24,Scourge
Blessing of Esh,11,25,Scourge
Blessing of Esh,11,26,Scourge
Blessing of Esh,10,27,Scourge
Blessing of Esh,11,28,Scourge
Blessing of Esh,12,29,Scourge
Blessing of Xoph,88,1,Scourge
Blessing of Xoph,49.63388,2,Scourge
Blessing of Xoph,17,3,Scourge
Blessing of Xoph,14,4,Scourge
Blessing of Xoph,10.12411,5,Scourge
Blessing of Xoph,9,6,Scourge
Blessing of Xoph,9,7,Scourge
Blessing of Xoph,8,8,Scourge
Blessing of Xoph,8,9,Scourge
Blessing of Xoph,7,10,Scourge
Blessing of Xoph,7,11,Scourge
Blessing of Xoph,7,12,Scourge
Blessing of Xoph,7,13,Scourge
Blessing of Xoph,6.55574,14,Scourge
Blessing of Xoph,6.18316,15,Scourge
Blessing of Xoph,7,16,Scourge
Blessing of Xoph,7,17,Scourge
Blessing of Xoph,7,18,Scourge
Blessing of Xoph,8,19,Scourge
Blessing of Xoph,9,20,Scourge
Blessing of Xoph,10,21,Scourge
Blessing of Xoph,9.65004,22,Scourge
Blessing of Xoph,9.80025,23,Scourge
Blessing of Xoph,8.601,24,Scourge
Blessing of Xoph,8.43956,25,Scourge
Blessing of Xoph,9,26,Scourge
Blessing of Xoph,9.99799,27,Scourge
Blessing of Xoph,11.69697,28,Scourge
Blessing of Xoph,9.3,29,Scourge
Blessing of Tul,55,1,Scourge
Blessing of Tul,27.32581,2,Scourge
Blessing of Tul,12,3,Scourge
Blessing of Tul,7,4,Scourge
Blessing of Tul,6,5,Scourge
Blessing of Tul,5.529,6,Scourge
Blessing of Tul,6,7,Scourge
Blessing of Tul,6.31559,8,Scourge
Blessing of Tul,7,9,Scourge
Blessing of Tul,7,10,Scourge
Blessing of Tul,7.05014,11,Scourge
Blessing of Tul,8,12,Scourge
Blessing of Tul,7,13,Scourge
Blessing of Tul,7,14,Scourge
Blessing of Tul,7,15,Scourge
Blessing of Tul,7,16,Scourge
Blessing of Tul,8.91211,17,Scourge
Blessing of Tul,9,18,Scourge
Blessing of Tul,9,19,Scourge
Blessing of Tul,10,20,Scourge
Blessing of Tul,11,21,Scourge
Blessing of Tul,10,22,Scourge
Blessing of Tul,10,23,Scourge
Blessing of Tul,10,24,Scourge
Blessing of Tul,10,25,Scourge
Blessing of Tul,10,26,Scourge
Blessing of Tul,10,27,Scourge
Blessing of Tul,10,28,Scourge
Blessing of Tul,9,29,Scourge
Blessing of Uul-Netol,50.95176,1,Scourge
Blessing of Uul-Netol,18.06786,2,Scourge
Blessing of Uul-Netol,7.13529,3,Scourge
Blessing of Uul-Netol,6,4,Scourge
Blessing of Uul-Netol,5.92083,5,Scourge
Blessing of Uul-Netol,5,6,Scourge
Blessing of Uul-Netol,5,7,Scourge
Blessing of Uul-Netol,5.5,8,Scourge
Blessing of Uul-Netol,5.97773,9,Scourge
Blessing of Uul-Netol,6,10,Scourge
Blessing of Uul-Netol,6.43574,11,Scourge
Blessing of Uul-Netol,7,12,Scourge
Blessing of Uul-Netol,7,13,Scourge
Blessing of Uul-Netol,7,14,Scourge
Blessing of Uul-Netol,7,15,Scourge
Blessing of Uul-Netol,7,16,Scourge
Blessing of Uul-Netol,6.68253,17,Scourge
Blessing of Uul-Netol,7,18,Scourge
Blessing of Uul-Netol,6,19,Scourge
Blessing of Uul-Netol,6,20,Scourge
Blessing of Uul-Netol,10,21,Scourge
Blessing of Uul-Netol,9.95,22,Scourge
Blessing of Uul-Netol,8.03351,23,Scourge
Blessing of Uul-Netol,8,24,Scourge
Blessing of Uul-Netol,8,25,Scourge
Blessing of Uul-Netol,9.88917,26,Scourge
Blessing of Uul-Netol,10,27,Scourge
Blessing of Uul-Netol,10,28,Scourge
Blessing of Uul-Netol,9,29,Scourge
Divine Orb,3,1,Scourge
Divine Orb,3,2,Scourge
Divine Orb,4,3,Scourge
Divine Orb,5,4,Scourge
Divine Orb,6,5,Scourge
Divine Orb,7,6,Scourge
Divine Orb,7,7,Scourge
Divine Orb,6.75013,8,Scourge
Divine Orb,6,9,Scourge
Divine Orb,6,10,Scourge
Divine Orb,6,11,Scourge
Divine Orb,6,12,Scourge
Divine Orb,7,13,Scourge
Divine Orb,7,14,Scourge
Divine Orb,7,15,Scourge
Divine Orb,7,16,Scourge
Divine Orb,7,17,Scourge
Divine Orb,7,18,Scourge
Divine Orb,7,19,Scourge
Divine Orb,6.95006,20,Scourge
Divine Orb,6.94378,21,Scourge
Divine Orb,7.82718,22,Scourge
Divine Orb,8,23,Scourge
Divine Orb,8,24,Scourge
Divine Orb,8.64603,25,Scourge
Divine Orb,9,26,Scourge
Divine Orb,8.95834,27,Scourge
Divine Orb,8.71549,28,Scourge
Divine Orb,8,29,Scourge
Divine Orb,8,30,Scourge
Tainted Chaos Orb,1,1,Scourge
Tainted Chaos Orb,2,2,Scourge
Tainted Chaos Orb,2,3,Scourge
Tainted Chaos Orb,2,4,Scourge
Tainted Chaos Orb,3,5,Scourge
Tainted Chaos Orb,3,6,Scourge
Tainted Chaos Orb,4,7,Scourge
Tainted Chaos Orb,4,8,Scourge
Tainted Chaos Orb,3,9,Scourge
Tainted Chaos Orb,3,10,Scourge
Tainted Chaos Orb,3,11,Scourge
Tainted Chaos Orb,3,12,Scourge
Tainted Chaos Orb,4,13,Scourge
Tainted Chaos Orb,4,14,Scourge
Tainted Chaos Orb,4,15,Scourge
Tainted Chaos Orb,4,16,Scourge
Tainted Chaos Orb,4,17,Scourge
Tainted Chaos Orb,4,18,Scourge
Tainted Chaos Orb,4,19,Scourge
Tainted Chaos Orb,4,20,Scourge
Tainted Chaos Orb,4,21,Scourge
Tainted Chaos Orb,4,22,Scourge
Tainted Chaos Orb,4.36844,23,Scourge
Tainted Chaos Orb,5,24,Scourge
Tainted Chaos Orb,4,25,Scourge
Tainted Chaos Orb,5,26,Scourge
Tainted Chaos Orb,5,27,Scourge
Tainted Chaos Orb,5,28,Scourge
Tainted Chaos Orb,5,29,Scourge
Tainted Chaos Orb,4.875,30,Scourge
Unstable Catalyst,1,1,Scourge
Unstable Catalyst,1,2,Scourge
Unstable Catalyst,1,3,Scourge
Unstable Catalyst,1,4,Scourge
Unstable Catalyst,1,5,Scourge
Unstable Catalyst,1,6,Scourge
Unstable Catalyst,1,7,Scourge
Unstable Catalyst,2,8,Scourge
Unstable Catalyst,2,9,Scourge
Unstable Catalyst,2,10,Scourge
Unstable Catalyst,2,11,Scourge
Unstable Catalyst,2,12,Scourge
Unstable Catalyst,2,13,Scourge
Unstable Catalyst,2,14,Scourge
Unstable Catalyst,2,15,Scourge
Unstable Catalyst,2,16,Scourge
Unstable Catalyst,2,17,Scourge
Unstable Catalyst,2,18,Scourge
Unstable Catalyst,2,19,Scourge
Unstable Catalyst,2,20,Scourge
Unstable Catalyst,2,21,Scourge
Unstable Catalyst,2.90013,22,Scourge
Unstable Catalyst,2,23,Scourge
Unstable Catalyst,2.9728,24,Scourge
Unstable Catalyst,2.85166,25,Scourge
Unstable Catalyst,2.96316,26,Scourge
Unstable Catalyst,2.86364,27,Scourge
Unstable Catalyst,2.65532,28,Scourge
Unstable Catalyst,1.85,29,Scourge
Prismatic Catalyst,1.17719,1,Scourge
Prismatic Catalyst,2,2,Scourge
Prismatic Catalyst,3,3,Scourge
Prismatic Catalyst,3,4,Scourge
Prismatic Catalyst,4,5,Scourge
Prismatic Catalyst,4,6,Scourge
Prismatic Catalyst,3.82353,7,Scourge
Prismatic Catalyst,3.70332,8,Scourge
Prismatic Catalyst,3.82502,9,Scourge
Prismatic Catalyst,4,10,Scourge
Prismatic Catalyst,4.81683,11,Scourge
Prismatic Catalyst,5,12,Scourge
Prismatic Catalyst,4.72508,13,Scourge
Prismatic Catalyst,5,14,Scourge
Prismatic Catalyst,4.75,15,Scourge
Prismatic Catalyst,5,16,Scourge
Prismatic Catalyst,4.30574,17,Scourge
Prismatic Catalyst,5,18,Scourge
Prismatic Catalyst,5,19,Scourge
Prismatic Catalyst,5,20,Scourge
Prismatic Catalyst,5,21,Scourge
Prismatic Catalyst,5,22,Scourge
Prismatic Catalyst,5,23,Scourge
Prismatic Catalyst,5,24,Scourge
Prismatic Catalyst,5,25,Scourge
Prismatic Catalyst,5.58977,26,Scourge
Prismatic Catalyst,5,27,Scourge
Prismatic Catalyst,5.86745,28,Scourge
Prismatic Catalyst,4.176470588235294,29,Scourge
Fertile Catalyst,2,1,Scourge
Fertile Catalyst,2,2,Scourge
Fertile Catalyst,3,3,Scourge
Fertile Catalyst,3,4,Scourge
Fertile Catalyst,3.20029,5,Scourge
Fertile Catalyst,3.97752,6,Scourge
Fertile Catalyst,4,7,Scourge
Fertile Catalyst,4,8,Scourge
Fertile Catalyst,4,9,Scourge
Fertile Catalyst,4,10,Scourge
Fertile Catalyst,4,11,Scourge
Fertile Catalyst,4,12,Scourge
Fertile Catalyst,4,13,Scourge
Fertile Catalyst,4,14,Scourge
Fertile Catalyst,4,15,Scourge
Fertile Catalyst,4,16,Scourge
Fertile Catalyst,4,17,Scourge
Fertile Catalyst,4.72513,18,Scourge
Fertile Catalyst,4.95727,19,Scourge
Fertile Catalyst,4.83912,20,Scourge
Fertile Catalyst,5,21,Scourge
Fertile Catalyst,4.95835,22,Scourge
Fertile Catalyst,4.92547,23,Scourge
Fertile Catalyst,5,24,Scourge
Fertile Catalyst,4.97442,25,Scourge
Fertile Catalyst,4.40003,26,Scourge
Fertile Catalyst,4.46826,27,Scourge
Fertile Catalyst,4,28,Scourge
Fertile Catalyst,4.354164375,29,Scourge
Tainted Exalted Orb,76.47431,1,Scourge
Tainted Exalted Orb,4,2,Scourge
Tainted Exalted Orb,3.52632,3,Scourge
Tainted Exalted Orb,4,4,Scourge
Tainted Exalted Orb,4,5,Scourge
Tainted Exalted Orb,4,6,Scourge
Tainted Exalted Orb,3.75046,7,Scourge
Tainted Exalted Orb,3,8,Scourge
Tainted Exalted Orb,3,9,Scourge
Tainted Exalted Orb,3,10,Scourge
Tainted Exalted Orb,3,11,Scourge
Tainted Exalted Orb,3,12,Scourge
Tainted Exalted Orb,3,13,Scourge
Tainted Exalted Orb,3,14,Scourge
Tainted Exalted Orb,3,15,Scourge
Tainted Exalted Orb,3,16,Scourge
Tainted Exalted Orb,3,17,Scourge
Tainted Exalted Orb,3,18,Scourge
Tainted Exalted Orb,3.7778,19,Scourge
Tainted Exalted Orb,3,20,Scourge
Tainted Exalted Orb,3,21,Scourge
Tainted Exalted Orb,3,22,Scourge
Tainted Exalted Orb,3,23,Scourge
Tainted Exalted Orb,3,24,Scourge
Tainted Exalted Orb,2.7895,25,Scourge
Tainted Exalted Orb,4,26,Scourge
Tainted Exalted Orb,3,27,Scourge
Tainted Exalted Orb,3,28,Scourge
Tainted Exalted Orb,3,29,Scourge
Tainted Exalted Orb,3.9298252631578947,30,Scourge
Infused Engineer's Orb,2,1,Scourge
Infused Engineer's Orb,3.69928,2,Scourge
Infused Engineer's Orb,3,3,Scourge
Infused Engineer's Orb,3,4,Scourge
Infused Engineer's Orb,3,5,Scourge
Infused Engineer's Orb,2.3685,6,Scourge
Infused Engineer's Orb,3,7,Scourge
Infused Engineer's Orb,3,8,Scourge
Infused Engineer's Orb,3,9,Scourge
Infused Engineer's Orb,3,10,Scourge
Infused Engineer's Orb,3,11,Scourge
Infused Engineer's Orb,3,12,Scourge
Infused Engineer's Orb,3,13,Scourge
Infused Engineer's Orb,3,14,Scourge
Infused Engineer's Orb,3,15,Scourge
Infused Engineer's Orb,2.9375,16,Scourge
Infused Engineer's Orb,3,17,Scourge
Infused Engineer's Orb,2.7501,18,Scourge
Infused Engineer's Orb,2.73389,19,Scourge
Infused Engineer's Orb,2.94744,20,Scourge
Infused Engineer's Orb,3,21,Scourge
Infused Engineer's Orb,3,22,Scourge
Infused Engineer's Orb,2.86847,23,Scourge
Infused Engineer's Orb,2.9598,24,Scourge
Infused Engineer's Orb,2.88235,25,Scourge
Infused Engineer's Orb,2.94472,26,Scourge
Infused Engineer's Orb,2.83287,27,Scourge
Infused Engineer's Orb,3,28,Scourge
Orb of Annulment,1.04964,1,Scourge
Orb of Annulment,2,2,Scourge
Orb of Annulment,3,3,Scourge
Orb of Annulment,5,4,Scourge
Orb of Annulment,5,5,Scourge
Orb of Annulment,5,6,Scourge
Orb of Annulment,5,7,Scourge
Orb of Annulment,5,8,Scourge
Orb of Annulment,5,9,Scourge
Orb of Annulment,5,10,Scourge
Orb of Annulment,4.99,11,Scourge
Orb of Annulment,4,12,Scourge
Orb of Annulment,4.21799,13,Scourge
Orb of Annulment,4,14,Scourge
Orb of Annulment,4,15,Scourge
Orb of Annulment,4,16,Scourge
Orb of Annulment,4,17,Scourge
Orb of Annulment,3.9983,18,Scourge
Orb of Annulment,3.99736,19,Scourge
Orb of Annulment,3.99922,20,Scourge
Orb of Annulment,4,21,Scourge
Orb of Annulment,4,22,Scourge
Orb of Annulment,4,23,Scourge
Orb of Annulment,4,24,Scourge
Orb of Annulment,3.99766,25,Scourge
Orb of Annulment,3.9969,26,Scourge
Orb of Annulment,3.5,27,Scourge
Orb of Annulment,3.5,28,Scourge
Orb of Annulment,3.39855,29,Scourge
Orb of Annulment,3,30,Scourge
Tainted Chromatic Orb,1,1,Scourge
Tainted Chromatic Orb,1,2,Scourge
Tainted Chromatic Orb,2,3,Scourge
Tainted Chromatic Orb,2,4,Scourge
Tainted Chromatic Orb,2,5,Scourge
Tainted Chromatic Orb,2,6,Scourge
Tainted Chromatic Orb,2,7,Scourge
Tainted Chromatic Orb,2,8,Scourge
Tainted Chromatic Orb,2,9,Scourge
Tainted Chromatic Orb,2,10,Scourge
Tainted Chromatic Orb,2,11,Scourge
Tainted Chromatic Orb,2,12,Scourge
Tainted Chromatic Orb,2,13,Scourge
Tainted Chromatic Orb,2,14,Scourge
Tainted Chromatic Orb,2,15,Scourge
Tainted Chromatic Orb,2,16,Scourge
Tainted Chromatic Orb,2,17,Scourge
Tainted Chromatic Orb,2,18,Scourge
Tainted Chromatic Orb,2,19,Scourge
Tainted Chromatic Orb,2,20,Scourge
Tainted Chromatic Orb,2,21,Scourge
Tainted Chromatic Orb,2,22,Scourge
Tainted Chromatic Orb,2,23,Scourge
Tainted Chromatic Orb,2,24,Scourge
Tainted Chromatic Orb,2.12502,25,Scourge
Tainted Chromatic Orb,2.47631,26,Scourge
Tainted Chromatic Orb,2.4905,27,Scourge
Tainted Chromatic Orb,2.06773,28,Scourge
Tainted Chromatic Orb,2.49284,29,Scourge
Tainted Chromatic Orb,2.64286,30,Scourge
Harbinger's Orb,3,1,Scourge
Harbinger's Orb,3,2,Scourge
Harbinger's Orb,3,3,Scourge
Harbinger's Orb,3,4,Scourge
Harbinger's Orb,3,5,Scourge
Harbinger's Orb,2,6,Scourge
Harbinger's Orb,2,7,Scourge
Harbinger's Orb,2,8,Scourge
Harbinger's Orb,2,9,Scourge
Harbinger's Orb,2.22921,10,Scourge
Harbinger's Orb,2,11,Scourge
Harbinger's Orb,2.25001,12,Scourge
Harbinger's Orb,2.5,13,Scourge
Harbinger's Orb,2,14,Scourge
Harbinger's Orb,2,15,Scourge
Harbinger's Orb,2,16,Scourge
Harbinger's Orb,2,17,Scourge
Harbinger's Orb,2.5,18,Scourge
Harbinger's Orb,2.4827,19,Scourge
Harbinger's Orb,2.61663,20,Scourge
Harbinger's Orb,2.5,21,Scourge
Harbinger's Orb,1.86002,22,Scourge
Harbinger's Orb,0.41667,23,Scourge
Harbinger's Orb,2.77152,24,Scourge
Harbinger's Orb,1.25146,25,Scourge
Harbinger's Orb,0.44757,26,Scourge
Harbinger's Orb,2.9684,27,Scourge
Harbinger's Orb,2.78839,28,Scourge
Harbinger's Orb,2.5826409090909093,29,Scourge
Veiled Chaos Orb,2,1,Scourge
Veiled Chaos Orb,2,2,Scourge
Veiled Chaos Orb,2,3,Scourge
Veiled Chaos Orb,2,4,Scourge
Veiled Chaos Orb,2,5,Scourge
Veiled Chaos Orb,2,6,Scourge
Veiled Chaos Orb,2,7,Scourge
Veiled Chaos Orb,2,8,Scourge
Veiled Chaos Orb,2,9,Scourge
Veiled Chaos Orb,2,10,Scourge
Veiled Chaos Orb,2,11,Scourge
Veiled Chaos Orb,3,12,Scourge
Veiled Chaos Orb,2,13,Scourge
Veiled Chaos Orb,2,14,Scourge
Veiled Chaos Orb,2,15,Scourge
Veiled Chaos Orb,2,16,Scourge
Veiled Chaos Orb,2,17,Scourge
Veiled Chaos Orb,2,18,Scourge
Veiled Chaos Orb,2,19,Scourge
Veiled Chaos Orb,2,20,Scourge
Veiled Chaos Orb,2,21,Scourge
Veiled Chaos Orb,2,22,Scourge
Veiled Chaos Orb,2,23,Scourge
Veiled Chaos Orb,2.75011,24,Scourge
Veiled Chaos Orb,2.94866,25,Scourge
Veiled Chaos Orb,2.95529,26,Scourge
Veiled Chaos Orb,2,27,Scourge
Veiled Chaos Orb,1.58847,28,Scourge
Veiled Chaos Orb,2.15625,29,Scourge
Exalted Shard,3,1,Scourge
Exalted Shard,2.89474,2,Scourge
Exalted Shard,3,3,Scourge
Exalted Shard,3.47553,4,Scourge
Exalted Shard,3.88333,5,Scourge
Exalted Shard,3.94,6,Scourge
Exalted Shard,3.96078,7,Scourge
Exalted Shard,0.3021,8,Scourge
Exalted Shard,4.34745,9,Scourge
Exalted Shard,4.51395,10,Scourge
Exalted Shard,4.99169,11,Scourge
Exalted Shard,5.95005,12,Scourge
Exalted Shard,6,13,Scourge
Exalted Shard,5.90835,14,Scourge
Exalted Shard,5.98712,15,Scourge
Exalted Shard,5.81742,16,Scourge
Exalted Shard,6,17,Scourge
Exalted Shard,5.92992,18,Scourge
Exalted Shard,6.00025,19,Scourge
Exalted Shard,6.78951,20,Scourge
Exalted Shard,6.86256,21,Scourge
Exalted Shard,7,22,Scourge
Exalted Shard,7,23,Scourge
Exalted Shard,7,24,Scourge
Exalted Shard,7,25,Scourge
Exalted Shard,7,26,Scourge
Exalted Shard,6.99496,27,Scourge
Exalted Shard,7,28,Scourge
Exalted Shard,6.9469,29,Scourge
Exalted Shard,0.14286,30,Scourge
Tainted Orb of Fusing,1,1,Scourge
Tainted Orb of Fusing,1,2,Scourge
Tainted Orb of Fusing,5,3,Scourge
Tainted Orb of Fusing,7,4,Scourge
Tainted Orb of Fusing,6,5,Scourge
Tainted Orb of Fusing,5.50031,6,Scourge
Tainted Orb of Fusing,5,7,Scourge
Tainted Orb of Fusing,4,8,Scourge
Tainted Orb of Fusing,4,9,Scourge
Tainted Orb of Fusing,3,10,Scourge
Tainted Orb of Fusing,3,11,Scourge
Tainted Orb of Fusing,2.97381,12,Scourge
Tainted Orb of Fusing,2.97475,13,Scourge
Tainted Orb of Fusing,2.7114,14,Scourge
Tainted Orb of Fusing,2.5,15,Scourge
Tainted Orb of Fusing,2.48921,16,Scourge
Tainted Orb of Fusing,2,17,Scourge
Tainted Orb of Fusing,2,18,Scourge
Tainted Orb of Fusing,2,19,Scourge
Tainted Orb of Fusing,1.99842,20,Scourge
Tainted Orb of Fusing,2,21,Scourge
Tainted Orb of Fusing,2,22,Scourge
Tainted Orb of Fusing,2,23,Scourge
Tainted Orb of Fusing,2,24,Scourge
Tainted Orb of Fusing,2,25,Scourge
Tainted Orb of Fusing,2,26,Scourge
Tainted Orb of Fusing,2,27,Scourge
Tainted Orb of Fusing,1.99982,28,Scourge
Tainted Orb of Fusing,2,29,Scourge
Tainted Orb of Fusing,2,30,Scourge
Stacked Deck,1,1,Scourge
Stacked Deck,0.66667,2,Scourge
Stacked Deck,0.66667,3,Scourge
Stacked Deck,0.92564,4,Scourge
Stacked Deck,1,5,Scourge
Stacked Deck,0.97826,6,Scourge
Stacked Deck,0.9759,7,Scourge
Stacked Deck,0.99352,8,Scourge
Stacked Deck,1,9,Scourge
Stacked Deck,1,10,Scourge
Stacked Deck,1,11,Scourge
Stacked Deck,1,12,Scourge
Stacked Deck,1.00376,13,Scourge
Stacked Deck,1.1245,14,Scourge
Stacked Deck,1.29813,15,Scourge
Stacked Deck,1.19868,16,Scourge
Stacked Deck,1.28773,17,Scourge
Stacked Deck,1.31258,18,Scourge
Stacked Deck,1.34668,19,Scourge
Stacked Deck,1.4054,20,Scourge
Stacked Deck,1.47521,21,Scourge
Stacked Deck,1.47857,22,Scourge
Stacked Deck,1.49897,23,Scourge
Stacked Deck,1.5,24,Scourge
Stacked Deck,1.5,25,Scourge
Stacked Deck,1.5467,26,Scourge
Stacked Deck,1.5,27,Scourge
Stacked Deck,1.5,28,Scourge
Stacked Deck,1.5,29,Scourge
Stacked Deck,1.5,30,Scourge
Awakened Sextant,1.53007,1,Scourge
Awakened Sextant,1,2,Scourge
Awakened Sextant,1,3,Scourge
Awakened Sextant,1.29168,4,Scourge
Awakened Sextant,1.34024,5,Scourge
Awakened Sextant,1.45711,6,Scourge
Awakened Sextant,1.96966,7,Scourge
Awakened Sextant,1.982,8,Scourge
Awakened Sextant,1.99751,9,Scourge
Awakened Sextant,1.78948,10,Scourge
Awakened Sextant,2.28437,11,Scourge
Awakened Sextant,2.49048,12,Scourge
Awakened Sextant,2.49368,13,Scourge
Awakened Sextant,2.41926,14,Scourge
Awakened Sextant,2.44206,15,Scourge
Awakened Sextant,2.47729,16,Scourge
Awakened Sextant,2.46119,17,Scourge
Awakened Sextant,2.4935,18,Scourge
Awakened Sextant,2.47895,19,Scourge
Awakened Sextant,2.48737,20,Scourge
Awakened Sextant,2.48607,21,Scourge
Awakened Sextant,2.5425,22,Scourge
Awakened Sextant,2.91829,23,Scourge
Awakened Sextant,2.97778,24,Scourge
Awakened Sextant,3.30651,25,Scourge
Awakened Sextant,3,26,Scourge
